ProductID,ProductName,Category,BasePrice,OrderID,CustomerID,TotalPrice,Name,Email,Country,YearMonth,OrderYear,Profit
PROD5032,White,Toys,397.41,ORD20032,CUST1032,885.64,Greg,mestrada@bell.com,Sierra Leone,1/31/2024,2024,177.128
PROD5033,Last,Clothing,128.06,ORD20033,CUST1033,1004.12,Kenneth,sanchezmichael@hotmail.com,American Samoa,4/30/2024,2024,200.824
PROD5034,Area,Electronics,156.37,ORD20034,CUST1034,1136.35,Zachary,ann61@hotmail.com,Saint Vincent and the Grenadines,3/31/2023,2023,227.27
PROD5035,Finish,Electronics,286.47,ORD20035,CUST1035,895.76,David,john20@yahoo.com,Cyprus,10/31/2023,2023,179.152
PROD5036,Expect,Books,206.2,ORD20036,CUST1036,899.89,Curtis,grahamamy@austin-brown.net,Heard Island and McDonald Islands,7/31/2024,2024,179.978
PROD5037,Serious,Books,498.34,ORD20037,CUST1037,621.19,Lauren,randyferguson@mata.com,Antigua and Barbuda,12/31/2023,2023,124.238
PROD5038,Human,Books,446.47,ORD20038,CUST1038,392.08,Jennifer,dmorris@frye.com,Brazil,12/31/2024,2024,78.416
PROD5039,Believe,Electronics,276.29,ORD20039,CUST1039,1064.05,Brian,wheelerstacey@yahoo.com,Senegal,4/30/2023,2023,212.81
PROD5040,Kid,Electronics,207.96,ORD20040,CUST1040,159.5,Derek,ugray@gmail.com,Niger,12/31/2023,2023,31.9
PROD5041,Stay,Home & Kitchen,377.98,ORD20041,CUST1041,1205.21,Alexandra,maddoxkristina@gmail.com,Palau,4/30/2023,2023,241.042
PROD5042,Beautiful,Home & Kitchen,432.59,ORD20042,CUST1042,951.36,John,carriehammond@campbell.com,Italy,9/30/2023,2023,190.272
PROD5043,Can,Toys,226.89,ORD20043,CUST1043,604.27,Amanda,beverly85@singleton.com,Antigua and Barbuda,12/31/2023,2023,120.854
PROD5044,Lead,Home & Kitchen,243.67,ORD20044,CUST1044,1161.41,Daniel,ajohnson@hotmail.com,Gibraltar,5/31/2023,2023,232.282
PROD5045,Accept,Home & Kitchen,359.77,ORD20045,CUST1045,1196.54,Kenneth,frank97@padilla.com,Luxembourg,12/31/2023,2023,239.308
PROD5046,Network,Home & Kitchen,43.39,ORD20046,CUST1046,815.68,Patrick,freynathaniel@williams-lloyd.com,Lesotho,6/30/2023,2023,163.136
PROD5047,Head,Electronics,425.43,ORD20047,CUST1047,23.85,Jeffrey,nfarrell@rangel.net,Reunion,1/31/2024,2024,4.77
PROD5048,Build,Home & Kitchen,94.52,ORD20048,CUST1048,851.9,Megan,bryan72@gmail.com,Nepal,6/30/2023,2023,170.38
PROD5049,Positive,Toys,399.18,ORD20049,CUST1049,399.8,Michelle,allenchristopher@hotmail.com,Malawi,5/31/2023,2023,79.96
PROD5050,Apply,Books,125.04,ORD20050,CUST1050,634,Brian,amyzamora@hotmail.com,Macedonia,7/31/2024,2024,126.8
PROD5051,Us,Beauty,486.06,ORD20051,CUST1051,1307.48,John,weaverjamie@garrison.com,Brazil,7/31/2023,2023,261.496
PROD5052,Social,Toys,222,ORD20052,CUST1052,834.89,Paula,eduncan@gmail.com,Pitcairn Islands,9/30/2023,2023,166.978
PROD5053,Bad,Clothing,220.78,ORD20053,CUST1053,1178.89,Kenneth,jrichards@yahoo.com,Japan,11/30/2023,2023,235.778
PROD5054,Still,Books,99.14,ORD20054,CUST1054,1247.19,Miguel,jameslewis@kim.com,South Georgia and the South Sandwich Islands,1/31/2024,2024,249.438
PROD5055,Fund,Books,94.37,ORD20055,CUST1055,429.61,Sarah,stacymiller@howell-fowler.net,Jersey,6/30/2023,2023,85.922
PROD5056,Party,Clothing,375.13,ORD20056,CUST1056,1114.65,Jeffrey,zmoore@chan.com,Anguilla,3/31/2024,2024,222.93
PROD5057,Finish,Books,384.41,ORD20057,CUST1057,802.07,Karen,faulknermegan@oliver.com,Jordan,7/31/2023,2023,160.414
PROD5058,Husband,Electronics,185.17,ORD20058,CUST1058,1304.67,John,nharris@clay.com,Cayman Islands,9/30/2024,2024,260.934
PROD5059,Evening,Clothing,347.12,ORD20059,CUST1059,1160.58,Christopher,hansendonna@herrera.com,Brazil,11/30/2024,2024,232.116
PROD5060,Threat,Electronics,214.01,ORD20060,CUST1060,72.77,Martin,linda13@oneill.net,Ecuador,9/30/2023,2023,14.554
PROD5061,Degree,Home & Kitchen,218.96,ORD20061,CUST1061,516.99,Fernando,martinjustin@yahoo.com,Jamaica,6/30/2023,2023,103.398
PROD5062,Recognize,Toys,25.97,ORD20062,CUST1062,396.05,Gabriel,marycarr@hotmail.com,Swaziland,5/31/2024,2024,79.21
PROD5063,Student,Clothing,152.83,ORD20063,CUST1063,436.84,Rebecca,butlerapril@cooper.org,Nicaragua,6/30/2023,2023,87.368
PROD5064,By,Clothing,234.85,ORD20064,CUST1064,329.05,Nicole,raysean@hotmail.com,Panama,3/31/2023,2023,65.81
PROD5065,,Books,304.26,ORD20065,CUST1065,1431.93,Carla,evan67@hotmail.com,Kyrgyz Republic,6/30/2024,2024,286.386
PROD5066,Business,Clothing,369.42,ORD20066,CUST1066,684.53,Jeremy,kerri39@harding.com,Bermuda,10/31/2024,2024,136.906
PROD5067,Air,Toys,330,ORD20067,CUST1067,281.24,Jared,sanchezmason@green.com,Cayman Islands,12/31/2023,2023,56.248
PROD5068,Director,Home & Kitchen,331.14,ORD20068,CUST1068,540.65,Vincent,connorsmith@patterson.com,Ecuador,4/30/2024,2024,108.13
PROD5069,Student,Books,455.02,ORD20069,CUST1069,1311.33,Lisa,zwilkinson@hotmail.com,Armenia,5/31/2023,2023,262.266
PROD5070,Performance,Home & Kitchen,178.22,ORD20070,CUST1070,919.34,Garrett,iwarren@cannon-lindsey.org,Wallis and Futuna,1/31/2025,2025,183.868
PROD5071,For,Books,309.89,ORD20071,CUST1071,1117.06,Thomas,jonathanholt@foster.biz,Bermuda,11/30/2024,2024,223.412
PROD5072,Course,Clothing,404.54,ORD20072,CUST1072,1147.32,Paul,harveyangela@hotmail.com,Tuvalu,12/31/2023,2023,229.464
PROD5073,Hospital,Clothing,436.64,ORD20073,CUST1073,384.36,Kimberly,michael31@lopez.com,South Africa,8/31/2023,2023,76.872
PROD5074,Place,Toys,123.94,ORD20074,CUST1074,802.39,Elizabeth,michele76@kelly.com,Switzerland,8/31/2024,2024,160.478
PROD5075,Western,Clothing,261.87,ORD20075,CUST1075,420.13,Kathryn,emilydiaz@flores-morris.info,Antarctica (the territory South of 60 deg S),2/28/2025,2025,84.026
PROD5076,According,Books,349.34,ORD20076,CUST1076,142.98,Stacey,danny36@sanders-ramirez.com,Myanmar,6/30/2023,2023,28.596
PROD5077,Today,Toys,177.08,ORD20077,CUST1077,963.39,Angela,fitzpatrickjames@wells.com,Ireland,11/30/2024,2024,192.678
PROD5078,Whole,Books,398.41,ORD20078,CUST1078,856.12,Kelsey,stephenmiller@yahoo.com,Northern Mariana Islands,11/30/2023,2023,171.224
PROD5079,Exactly,Home & Kitchen,289.73,ORD20079,CUST1079,1135.88,Ryan,mmathews@hotmail.com,Malaysia,11/30/2023,2023,227.176
PROD5080,Cost,Beauty,236.01,ORD20080,CUST1080,349.84,Molly,jillsanders@yahoo.com,Niue,12/31/2023,2023,69.968
PROD5081,Article,Clothing,20.32,ORD20081,CUST1081,1248.19,Michele,meghan56@stewart.com,Colombia,11/30/2023,2023,249.638
PROD5082,Career,Books,64.25,ORD20082,CUST1082,688.07,Catherine,jennifereverett@nelson-davis.com,British Virgin Islands,5/31/2024,2024,137.614
PROD5083,Draw,Clothing,99.86,ORD20083,CUST1083,686.2,David,wilsonjessica@yahoo.com,Moldova,9/30/2023,2023,137.24
PROD5084,Media,Toys,58.83,ORD20084,CUST1084,1115.32,Kelly,smithcourtney@jones-love.org,Luxembourg,6/30/2024,2024,223.064
PROD5085,Free,Toys,138,ORD20085,CUST1085,402.61,Kristi,robertscindy@gmail.com,Bahrain,9/30/2023,2023,80.522
PROD5086,Southern,Clothing,291.61,ORD20086,CUST1086,1400.7,Robert,gary20@serrano-cruz.com,Congo,1/31/2025,2025,280.14
PROD5087,Hard,Clothing,387.28,ORD20087,CUST1087,993.82,Sean,robertsongrant@anderson.com,British Indian Ocean Territory (Chagos Archipelago),5/31/2023,2023,198.764
PROD5088,High,Beauty,419.98,ORD20088,CUST1088,176.94,Anita,bmiller@cantrell.info,Djibouti,6/30/2024,2024,35.388
PROD5089,A,Home & Kitchen,452.5,ORD20089,CUST1089,1022.65,Derek,nathanielturner@yahoo.com,Grenada,11/30/2023,2023,204.53
PROD5090,Throughout,Home & Kitchen,203.2,ORD20090,CUST1090,404.42,Debra,edward54@phillips.com,Guinea,10/31/2023,2023,80.884
PROD5091,Claim,Clothing,151.71,ORD20091,CUST1091,1168.27,Laura,xross@short.com,France,11/30/2024,2024,233.654
PROD5092,Door,Books,44.21,ORD20092,CUST1092,539.87,Kyle,robertbenson@gmail.com,United States Virgin Islands,11/30/2023,2023,107.974
PROD5093,Power,Electronics,143.02,ORD20093,CUST1093,121.39,Sandra,jacksonmelissa@castillo.com,Guinea-Bissau,12/31/2023,2023,24.278
PROD5094,Writer,Books,468.71,ORD20094,CUST1094,715.54,Tamara,millerjessica@smith.com,Anguilla,10/31/2023,2023,143.108
PROD5095,Affect,Home & Kitchen,384.06,ORD20095,CUST1095,850.68,Eric,katrina97@gmail.com,Egypt,9/30/2024,2024,170.136
PROD5096,Write,Beauty,176.58,ORD20096,CUST1096,1209.27,Johnathan,bfoley@gmail.com,Holy See (Vatican City State),12/31/2024,2024,241.854
PROD5097,Range,Toys,424.3,ORD20097,CUST1097,850.12,Paul,velezlucas@yahoo.com,Belgium,5/31/2024,2024,170.024
PROD5098,Campaign,Beauty,341.5,ORD20098,CUST1098,988.53,Jesus,mjenkins@stone.org,Congo,12/31/2023,2023,197.706
PROD5099,Produce,Home & Kitchen,34.88,ORD20099,CUST1099,409.55,Stephen,lruiz@yahoo.com,Bhutan,10/31/2023,2023,81.91
PROD5100,Score,Books,10.2,ORD20100,CUST1100,506.21,Gary,carterjenna@moran.com,Seychelles,1/31/2025,2025,101.242
PROD5101,Idea,Electronics,104.44,ORD20101,CUST1101,1013.1,Timothy,singhshelly@harrison.biz,Romania,4/30/2023,2023,202.62
PROD5102,Society,Toys,10.03,ORD20102,CUST1102,174.49,Julie,eroman@jones.info,Cote d'Ivoire,8/31/2023,2023,34.898
PROD5103,Continue,Books,164.59,ORD20103,CUST1103,370.19,Ronald,ostuart@padilla-mueller.com,Wallis and Futuna,4/30/2024,2024,74.038
PROD5104,Artist,Beauty,178.3,ORD20104,CUST1104,1011.97,Julie,butlernathan@avila-woods.net,Malta,7/31/2023,2023,202.394
PROD5105,Provide,Toys,449.96,ORD20105,CUST1105,384.58,Crystal,combsaustin@ball.net,Guadeloupe,4/30/2024,2024,76.916
PROD5106,Politics,Home & Kitchen,69.66,ORD20106,CUST1106,728.28,Zachary,richardsteresa@hotmail.com,Togo,10/31/2023,2023,145.656
PROD5107,Box,Beauty,261.51,ORD20107,CUST1107,40.36,Sean,ugonzalez@morgan.org,Slovenia,10/31/2023,2023,8.072
PROD5108,Child,Toys,329.96,ORD20108,CUST1108,1468.22,Maria,valentinetonya@brown.com,San Marino,10/31/2024,2024,293.644
PROD5109,Yet,Beauty,10.41,ORD20109,CUST1109,248.95,Matthew,griffinjudith@whitney-moore.com,Aruba,3/31/2023,2023,49.79
PROD5110,Because,Clothing,406.79,ORD20110,CUST1110,890.24,Christina,uperez@hotmail.com,British Indian Ocean Territory (Chagos Archipelago),6/30/2024,2024,178.048
PROD5111,Keep,Beauty,386.06,ORD20111,CUST1111,807.34,Barbara,xpreston@stewart.org,Ethiopia,11/30/2023,2023,161.468
PROD5112,Bar,Clothing,479.23,ORD20112,CUST1112,262.45,Caitlin,christina77@hutchinson.com,Mongolia,10/31/2023,2023,52.49
PROD5113,Daughter,Beauty,412.81,ORD20113,CUST1113,669.45,Kelly,powersjason@james.info,Cote d'Ivoire,6/30/2023,2023,133.89
PROD5114,Act,Books,272.18,ORD20114,CUST1114,1269.56,Tammy,matthew80@huffman-garcia.com,Armenia,11/30/2023,2023,253.912
PROD5115,Answer,Toys,351.75,ORD20115,CUST1115,1403.14,Brett,kylerocha@larson-riggs.org,Luxembourg,8/31/2023,2023,280.628
PROD5116,Majority,Toys,279.71,ORD20116,CUST1116,1312.46,Melissa,zgallegos@fleming.net,Nicaragua,9/30/2023,2023,262.492
PROD5117,Gas,Clothing,302.71,ORD20117,CUST1117,1285.31,Megan,dawsonlori@hotmail.com,French Southern Territories,7/31/2024,2024,257.062
PROD5118,Decade,Beauty,9.38,ORD20118,CUST1118,1145.68,Troy,elizabeth36@james-hughes.com,Bahamas,8/31/2024,2024,229.136
PROD5119,Bar,Clothing,5.66,ORD20119,CUST1119,277.36,Michael,holmesbrian@yahoo.com,Gambia,6/30/2024,2024,55.472
PROD5120,A,Home & Kitchen,420.74,ORD20120,CUST1120,954.7,Elizabeth,steve00@padilla.com,Mayotte,10/31/2023,2023,190.94
PROD5121,Hope,Electronics,298.58,ORD20121,CUST1121,138.16,Nathan,kelly49@griffin-bryant.com,Belgium,12/31/2023,2023,27.632
PROD5122,Above,Clothing,449.74,ORD20122,CUST1122,1457.82,Cole,austin90@gmail.com,Cameroon,2/28/2025,2025,291.564
PROD5123,After,Home & Kitchen,36.66,ORD20123,CUST1123,900.84,Richard,adonovan@cantu.org,Saint Barthelemy,1/31/2024,2024,180.168
PROD5124,Fine,Beauty,283.06,ORD20124,CUST1124,35.83,David,beansteven@fry.com,Germany,5/31/2023,2023,7.166
PROD5125,Phone,Clothing,83.14,ORD20125,CUST1125,1067.54,Felicia,thomasyork@gmail.com,Brunei Darussalam,7/31/2024,2024,213.508
PROD5126,Day,Clothing,331.75,ORD20126,CUST1126,1437.99,Kevin,melissa01@gmail.com,Saint Kitts and Nevis,9/30/2024,2024,287.598
PROD5127,Want,Books,38.7,ORD20127,CUST1127,1213.53,Kenneth,usmith@thomas.net,Zambia,2/29/2024,2024,242.706
PROD5128,Know,Electronics,6.64,ORD20128,CUST1128,1295.78,Brian,jjoyce@hancock-williams.com,Nepal,12/31/2024,2024,259.156
PROD5129,Rather,Clothing,106.98,ORD20129,CUST1129,483.91,Eric,valenzuelastephanie@mckay.biz,Iraq,4/30/2023,2023,96.782
PROD5130,Act,Books,467.48,ORD20130,CUST1130,82.18,Timothy,rose98@yahoo.com,Guam,4/30/2023,2023,16.436
PROD5131,Tough,Electronics,431.26,ORD20131,CUST1131,425.97,Zachary,sarafoster@gmail.com,Holy See (Vatican City State),10/31/2024,2024,85.194
PROD5132,Here,Home & Kitchen,90.05,ORD20132,CUST1132,1291.81,Justin,brianwolfe@hotmail.com,Senegal,3/31/2024,2024,258.362
PROD5133,Support,Electronics,415.24,ORD20133,CUST1133,781.28,Lisa,sandra68@hernandez.com,Paraguay,3/31/2023,2023,156.256
PROD5134,Leg,Books,101.22,ORD20134,CUST1134,213.76,Dorothy,serranomichael@yahoo.com,French Polynesia,11/30/2023,2023,42.752
PROD5135,Line,Clothing,150.18,ORD20135,CUST1135,643.9,Ryan,ucollins@hotmail.com,Senegal,12/31/2023,2023,128.78
PROD5136,Throughout,Beauty,112.42,ORD20136,CUST1136,1290.74,Monica,jon41@williams.com,Malta,1/31/2025,2025,258.148
PROD5137,Money,Beauty,96.26,ORD20137,CUST1137,331.68,William,iburns@vega.com,Tonga,11/30/2024,2024,66.336
PROD5138,Card,Beauty,158.08,ORD20138,CUST1138,469.38,Sherry,snowjohn@hotmail.com,Sweden,8/31/2024,2024,93.876
PROD5139,Let,Electronics,156.61,ORD20139,CUST1139,321.17,David,michael94@gmail.com,Uganda,10/31/2023,2023,64.234
PROD5140,Enjoy,Home & Kitchen,5.49,ORD20140,CUST1140,908.96,James,jacksonnatalie@brown.com,Mayotte,10/31/2023,2023,181.792
PROD5141,Occur,Clothing,148.91,ORD20141,CUST1141,107.87,Michael,xwalker@gmail.com,Indonesia,10/31/2023,2023,21.574
PROD5142,Commercial,Books,177.89,ORD20142,CUST1142,162.12,Joshua,vschneider@perez-james.com,Swaziland,12/31/2024,2024,32.424
PROD5143,Almost,Books,353.45,ORD20143,CUST1143,502.83,David,jorge73@peters.com,Cape Verde,6/30/2023,2023,100.566
PROD5144,About,Toys,97.55,ORD20144,CUST1144,779.1,Christopher,anakramer@pierce-guerrero.net,Spain,7/31/2023,2023,155.82
PROD5145,Five,Toys,333.75,ORD20145,CUST1145,504.93,Tiffany,ubrown@yahoo.com,Namibia,11/30/2023,2023,100.986
PROD5146,Ten,Clothing,196.29,ORD20146,CUST1146,383.84,Whitney,bobby09@hotmail.com,Saint Pierre and Miquelon,11/30/2024,2024,76.768
PROD5147,Senior,Home & Kitchen,423.02,ORD20147,CUST1147,1308.47,Kimberly,mooremike@yahoo.com,Brazil,4/30/2024,2024,261.694
PROD5148,Near,Clothing,7.62,ORD20148,CUST1148,79.87,David,irose@hotmail.com,Isle of Man,5/31/2023,2023,15.974
PROD5149,Edge,Beauty,396.05,ORD20149,CUST1149,255.52,Jason,hansonalexis@yahoo.com,Serbia,10/31/2023,2023,51.104
PROD5150,Different,Electronics,454.81,ORD20150,CUST1150,1080.82,Richard,michael77@hotmail.com,Iceland,2/28/2025,2025,216.164
PROD5151,Our,Electronics,87.59,ORD20151,CUST1151,167.4,Erica,smithregina@brown.biz,Jordan,11/30/2024,2024,33.48
PROD5152,Practice,Home & Kitchen,499.35,ORD20152,CUST1152,874.09,Michelle,sanchezregina@yahoo.com,Malaysia,3/31/2023,2023,174.818
PROD5153,Sort,Clothing,78.64,ORD20153,CUST1153,1039.85,Donna,uberry@howe.com,Singapore,6/30/2023,2023,207.97
PROD5154,Happy,Home & Kitchen,88.39,ORD20154,CUST1154,348.01,Wendy,ashley43@martin-fox.org,Costa Rica,1/31/2024,2024,69.602
PROD5155,Affect,Toys,387.33,ORD20155,CUST1155,284.1,Gerald,vancejeremiah@castaneda.com,Congo,8/31/2024,2024,56.82
PROD5156,Keep,Home & Kitchen,468.43,ORD20156,CUST1156,141.32,Andrew,janet97@gmail.com,Nepal,6/30/2024,2024,28.264
PROD5157,Visit,Home & Kitchen,402.18,ORD20157,CUST1157,881.64,Scott,robin79@erickson.com,Philippines,9/30/2024,2024,176.328
PROD5158,Another,Toys,263.31,ORD20158,CUST1158,747.95,Shawn,ipetersen@gmail.com,British Virgin Islands,4/30/2024,2024,149.59
PROD5159,Deep,Books,215.66,ORD20159,CUST1159,1430.66,Brian,bowmanjason@flowers-gibbs.net,Burundi,9/30/2024,2024,286.132
PROD5160,Top,Toys,239.36,ORD20160,CUST1160,142.24,Elizabeth,jeffersonheather@yahoo.com,Chile,2/28/2025,2025,28.448
PROD5161,Evidence,Toys,286.94,ORD20161,CUST1161,301.5,Kyle,reeddestiny@yahoo.com,Senegal,1/31/2024,2024,60.3
PROD5162,Together,Electronics,378.74,ORD20162,CUST1162,1139.69,Peter,mary34@campos-carter.com,South Africa,3/31/2023,2023,227.938
PROD5163,Degree,Beauty,342.64,ORD20163,CUST1163,1293.41,Eileen,brooke77@yahoo.com,Algeria,4/30/2023,2023,258.682
PROD5164,Accept,Clothing,138.89,ORD20164,CUST1164,540.52,James,lisataylor@clark-hernandez.com,South Georgia and the South Sandwich Islands,11/30/2023,2023,108.104
PROD5165,Water,Home & Kitchen,274.81,ORD20165,CUST1165,305.99,Jody,fullermary@yahoo.com,Senegal,11/30/2023,2023,61.198
PROD5166,Say,Clothing,347.68,ORD20166,CUST1166,1097.93,Alicia,mwalker@abbott.com,Turkey,8/31/2024,2024,219.586
PROD5167,Improve,Books,235.98,ORD20167,CUST1167,1078.73,Cassandra,cameron80@yahoo.com,South Africa,1/31/2025,2025,215.746
PROD5168,Every,Toys,325.64,ORD20168,CUST1168,887.54,Tiffany,justinhughes@hotmail.com,Colombia,9/30/2023,2023,177.508
PROD5169,But,Toys,68.44,ORD20169,CUST1169,834.5,Jessica,tjohnson@brennan.com,Nicaragua,4/30/2023,2023,166.9
PROD5170,Available,Beauty,336.42,ORD20170,CUST1170,1166.69,Lauren,aarcher@torres.com,Timor-Leste,7/31/2023,2023,233.338
PROD5171,Word,Home & Kitchen,422.78,ORD20171,CUST1171,401.45,Sydney,randolphjohn@turner.info,Luxembourg,3/31/2023,2023,80.29
PROD5172,Society,Toys,460.68,ORD20172,CUST1172,670.82,Dustin,mark01@gmail.com,Malta,11/30/2024,2024,134.164
PROD5173,Learn,Beauty,23.06,ORD20173,CUST1173,1185.02,Thomas,ryan80@gmail.com,Martinique,8/31/2023,2023,237.004
PROD5174,Drop,Books,260.72,ORD20174,CUST1174,948.31,Sherri,wrightalyssa@horton.com,Singapore,10/31/2024,2024,189.662
PROD5175,Common,Toys,310.12,ORD20175,CUST1175,1220.01,Sonya,torresholly@ruiz-stevens.info,Trinidad and Tobago,9/30/2023,2023,244.002
PROD5176,Subject,Electronics,63.45,ORD20176,CUST1176,429.38,Andrew,suzanne74@simmons.net,Bolivia,11/30/2024,2024,85.876
PROD5177,Black,Toys,439.11,ORD20177,CUST1177,766,Lisa,vvelazquez@walker.com,Switzerland,4/30/2023,2023,153.2
PROD5178,Member,Books,30.45,ORD20178,CUST1178,1212.4,Matthew,codythomas@hotmail.com,Antigua and Barbuda,5/31/2024,2024,242.48
PROD5179,Film,Clothing,206.96,ORD20179,CUST1179,511.75,Denise,jamesvillegas@carlson.net,Palestinian Territory,2/28/2025,2025,102.35
PROD5180,Owner,Beauty,33.22,ORD20180,CUST1180,563.78,Kelly,gcherry@yahoo.com,Italy,11/30/2023,2023,112.756
PROD5181,Its,Books,176.44,ORD20181,CUST1181,927.44,Christine,sierra02@yahoo.com,Iraq,1/31/2025,2025,185.488
PROD5182,Sound,Electronics,289.45,ORD20182,CUST1182,493.92,Jessica,brandonmitchell@hotmail.com,Marshall Islands,3/31/2023,2023,98.784
PROD5183,Why,Home & Kitchen,437.76,ORD20183,CUST1183,1398.92,Nicole,howardmegan@ortiz.net,Algeria,6/30/2024,2024,279.784
PROD5184,Coach,Electronics,88.73,ORD20184,CUST1184,1034.34,Karen,maria64@wright-escobar.com,Seychelles,5/31/2023,2023,206.868
PROD5185,Son,Electronics,493.86,ORD20185,CUST1185,424.42,Alexandra,brownbrian@bishop-peters.info,Moldova,5/31/2023,2023,84.884
PROD5186,Happy,Beauty,498.4,ORD20186,CUST1186,472.33,Stephen,kimberly71@mcdonald-webb.info,Trinidad and Tobago,12/31/2024,2024,94.466
PROD5187,Call,Electronics,112.6,ORD20187,CUST1187,912.76,Kenneth,susanhunt@hotmail.com,Georgia,11/30/2023,2023,182.552
PROD5188,Push,Clothing,407.98,ORD20188,CUST1188,278.3,Susan,jjohnson@benson.com,Bulgaria,10/31/2023,2023,55.66
PROD5189,Up,Home & Kitchen,229.4,ORD20189,CUST1189,885.85,Elizabeth,bflores@brewer-maxwell.com,Seychelles,7/31/2024,2024,177.17
